r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.49,211.0,40.1,0.0,130900.17020408163,-64728.31320283211,31.53794609523678,2.195040278392186,0.4245480151052413,-822749.390073292,-691849.2198692104
0.98,233.0,17.4,0.0,99183.2967346939,-66543.19922254617,81.28718957342518,2.396679245400445,0.6155253493501723,-1066035.8012423883,-966852.5045076944
1.47,227.0,14.4,0.0,65687.83496598639,-51550.717975361214,111.99036175702919,2.535668009532056,0.7088320261335002,-927053.7168750947,-861365.8819091083
1.97,234.0,10.8,0.0,48148.0859390863,-25428.540328622206,106.75986508129199,2.5099047879709038,0.693435929236289,-530750.3424261654,-482602.2564870791
2.46,245.0,7.67,0.0,40513.580040650406,-13243.184441475125,92.7785573347065,2.4457165864021895,0.6514425114107877,-272721.58638144046,-232208.00634079005
2.95,244.0,23.3,0.0,35169.76518644067,-9734.767720644695,93.63879771557596,2.4495032863766415,0.6540723058648535,-191788.84301282716,-156619.0778263865
3.44,261.0,23.3,0.0,30973.507674418604,-8744.824033523353,103.14221990795393,2.4927008210142874,0.6827041220598408,-169268.9365502993,-138295.4288758807
3.93,259.0,22.7,0.0,26599.837633587787,-8182.438341705191,114.27497144962335,2.5472893616381933,0.7155215151698897,-157182.06185751685,-130582.22422392906
4.42,258.0,22.7,0.0,22954.718099547517,-6297.182035241016,114.4191839384913,2.5480310433680975,0.7159431873355276,-116827.03641688525,-93872.31831733773
4.92,258.0,22.5,0.0,20365.627418699183,-4321.882917775677,106.94252562023019,2.5107861136607608,0.6939758188602125,-73892.53026339563,-53526.90284469645
5.74,261.0,22.4,0.0,17249.832648083622,-3312.0179642573826,109.7072493983127,2.5242844849143555,0.7021269527915787,-52405.237753294154,-35155.405105210535
6.56,263.0,22.4,0.0,14933.917957317077,-2706.781839523213,113.4707638678976,2.5431712417208603,0.7131688067052151,-40019.59538643006,-25085.677429112984
7.37,264.0,22.3,0.0,12837.778249660785,-2258.744988308866,117.59000350150204,2.5645956816878006,0.725199608200717,-31563.009805267317,-18725.23155560653
8.19,265.0,22.2,0.0,11252.163626373625,-1722.5377649118636,116.01368587285407,2.5562982857154073,0.7206013044511013,-22019.069910403538,-10766.906284029912
9.01,265.0,22.2,0.0,10012.81631520533,-1491.7171889966457,119.17548827255159,2.5730722733764333,0.7298190816052956,-18041.397907033363,-8028.581591828033
9.83,264.0,22.0,0.0,8805.747436419126,-1456.9683474714723,127.3727021961778,2.6192561382670982,0.753657197266268,-17296.63692753347,-8490.889491114343
10.65,264.0,21.9,0.0,7623.388225352114,-1361.7226590962302,133.28226326471042,2.6554515191375225,0.7708599677499549,-15699.503512388554,-8076.115287036439
11.47,265.0,22.0,0.0,6572.522275501307,-1281.5438412814713,138.66226239091412,2.691022247085024,0.7865949815312744,-14339.084788359985,-7766.562512858678
