r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.22,10.7,4.9,5.6097237008608545,85.48090610851648,143.04090909090908,500.981259968102,68.0704591766403,2.2595097216846423,0.5179180552077096,33070.52867787732,33213.56958696823
0.76,24.7,4.9,17.728897314836022,84.35400456207277,413.57078947368416,373.27467546110313,68.27815989874013,2.2605851581563936,0.5186139258659017,8949.058270602887,9362.629060076571
1.31,38.9,4.9,26.83994225031045,70.90335017146039,549.9103053435115,114.77479836670138,69.22368878736296,2.258268112885616,0.517114661278928,3287.711882089109,3837.6221874326206
1.94,42.7,7.89,32.63540715235525,0.0,549.0050515463918,-60.55700181274584,70.48512010957694,2.258332078727165,0.5171560509411067,-1521.8845920472208,-972.8795405008291
3.92,55.0,4.9,39.19282587413161,0.0,391.85653061224485,-78.9066794702918,72.78148112051116,2.2669846428629485,0.5227547689113197,-926.7960028179198,-534.939472205675
4.35,57.2,4.9,39.508907856330325,0.0,358.83995402298854,-60.21565797430078,76.78016770082317,2.2944347857337437,0.5405166260630107,-736.4550379344067,-377.6150839114182
5.0,59.8,4.9,40.42422664690074,0.0,326.82362,-50.43795412053521,82.29455281582469,2.3066235658167993,0.5484034837638113,-605.41066945661,-278.58704945661
5.05,62.5,3.43,40.42083126309997,0.0,323.5333861386139,-59.09345194155692,88.9462005045615,2.348434983179249,0.5754579302924551,-725.3456629940138,-401.8122768553999
5.83,61.8,3.98,40.24219675912338,0.0,277.77605488850776,-55.99075116587062,96.19403950003846,2.425074997969482,0.6250485280979001,-654.2332762828786,-376.45722139437083
6.09,64.4,4.9,40.195712457922674,0.0,265.30300492610843,-21.54519678294952,102.70405032899241,2.4959620646981553,0.6709166300988063,-313.6153642061945,-48.31235928008607
6.74,67.2,4.9,41.714089945724574,0.0,258.1699258160237,-38.066804516612976,108.8981587243552,2.556236005116465,0.7099174150753598,-480.43940470732275,-222.26947889129906
7.29,69.9,4.9,40.0131290953357,0.0,219.62283950617285,-70.0856114724561,114.05733743099778,2.603419844017811,0.7404481343644658,-723.3919799104725,-503.76914040429966
